EmployeeID;EmploymentType;Department;Gender;AgeGroup;Education;JobRole;JobSatisfaction;Performance;WorkLifeBalance;HireDate;TerminationDate;Salary
256;Full-time;Research & Development;Female;50-60;Bachelor;Research Scientist;Very High;Good;Best;18/06/2021;;89722,12
257;Contractor;Finance;Female;60+;College;HR Specialist;High;Outstanding;Best;06/01/2021;12/09/2023;87027,5
258;Contractor;Sales;Female;30-40;College;Manager;High;Good;Better;09/02/2021;;58252,24
259;Contractor;Sales;Female;30-40;Bachelor;Research Scientist;Medium;Good;Best;22/03/2021;;95155,6
260;Full-time;Marketing;Female;40-50;Bachelor;Sales Executive;High;Outstanding;Better;06/11/2021;;61413,32
261;Full-time;Marketing;Female;Below 20;Bachelor;Finance Director;High;Low;Best;08/09/2021;;65299,97
262;Contractor;Finance;Male;20-30;Doctor;HR Specialist;High;Low;Best;13/04/2021;;100558,52
263;Full-time;Research & Development;Male;50-60;Bachelor;Manager;Medium;Outstanding;Bad;24/05/2021;;152889,52
264;Contractor;Marketing;Male;50-60;Bachelor;Sales Executive;High;Excellent;Bad;08/01/2021;;68483,69
265;Full-time;Sales;Female;60+;Master;Sales Executive;Very High;Low;Good;15/05/2021;;110429,37
266;Contractor;HR;Female;20-30;Below College;Manager;Medium;Low;Bad;02/05/2021;06/01/2023;98509,12
267;Contractor;Finance;Male;20-30;Master;Sales Executive;High;Low;Better;13/09/2021;09/12/2023;57760,64
268;Contractor;Research & Development;Male;Below 20;College;IT Analyst;Very High;Good;Better;25/09/2021;;77726,74
269;Contractor;Marketing;Male;60+;Doctor;HR Specialist;Low;Outstanding;Good;20/08/2021;;144460,32
270;Contractor;Finance;Other;30-40;Below College;Finance Director;Low;Good;Bad;15/03/2021;;160937,57
271;Full-time;Research & Development;Female;60+;Below College;Finance Director;Medium;Outstanding;Good;23/09/2021;04/10/2022;98896,27
272;Full-time;Finance;Male;50-60;Master;Sales Executive;Low;Low;Bad;15/11/2021;;67617,22
273;Contractor;Sales;Male;40-50;Master;Sales Executive;Very High;Excellent;Better;09/11/2021;10/01/2024;98807,95
274;Full-time;HR;Male;40-50;Bachelor;Finance Director;Very High;Low;Good;28/12/2021;10/05/2023;78910,09
275;Full-time;IT;Male;50-60;Below College;Finance Director;Medium;Low;Better;19/02/2021;;180906,96
276;Contractor;IT;Female;50-60;College;Sales Executive;Very High;Outstanding;Best;16/03/2021;;69682,73
277;Full-time;Research & Development;Male;Below 20;Master;Research Scientist;Medium;Excellent;Best;25/04/2021;;158546,17
278;Full-time;IT;Female;60+;Master;Research Scientist;Medium;Good;Good;09/11/2021;;69332,63
279;Contractor;Finance;Male;Below 20;Bachelor;IT Analyst;Very High;Outstanding;Good;02/02/2021;;104292,4
280;Contractor;Research & Development;Female;50-60;Below College;Manager;Low;Low;Good;24/02/2021;;156660,26
281;Contractor;IT;Female;50-60;Bachelor;IT Analyst;Low;Outstanding;Bad;01/08/2021;;136770,74
282;Full-time;IT;Male;40-50;Doctor;Sales Executive;Medium;Excellent;Better;14/04/2021;;113419,52
283;Contractor;Sales;Female;30-40;Master;IT Analyst;High;Outstanding;Bad;08/03/2021;;88083,91
284;Full-time;HR;Female;30-40;Doctor;Manager;Medium;Outstanding;Good;26/02/2021;;73175,82
285;Contractor;Research & Development;Female;40-50;College;IT Analyst;Very High;Outstanding;Best;21/11/2021;;138622,28
286;Contractor;Marketing;Male;Below 20;Master;Research Scientist;Medium;Low;Good;13/07/2021;;76149,84
287;Contractor;Marketing;Male;50-60;Below College;Finance Director;Low;Good;Bad;03/09/2021;;52779,4
288;Contractor;IT;Male;30-40;College;Research Scientist;Very High;Low;Good;01/10/2021;15/09/2023;181836,96
289;Full-time;HR;Other;Below 20;Master;Manager;Very High;Outstanding;Bad;21/02/2021;;59858,95
290;Contractor;Research & Development;Female;30-40;Doctor;Research Scientist;Medium;Excellent;Good;06/09/2021;;93866,34
291;Full-time;Sales;Male;60+;College;Finance Director;High;Excellent;Bad;01/06/2021;;133383,49
292;Full-time;IT;Female;30-40;College;Sales Executive;Very High;Low;Best;21/10/2021;;90952,92
293;Full-time;HR;Male;30-40;Doctor;Manager;High;Good;Good;20/03/2021;;55214,7
294;Full-time;Sales;Female;Below 20;Bachelor;Research Scientist;Very High;Outstanding;Best;09/03/2021;;125914,49
295;Full-time;Research & Development;Male;50-60;Master;Sales Executive;Low;Outstanding;Bad;27/11/2021;11/05/2023;90520,91
296;Contractor;IT;Female;50-60;Bachelor;Research Scientist;Very High;Low;Bad;18/12/2021;;144131,36
297;Contractor;Sales;Male;60+;Bachelor;Sales Executive;High;Low;Bad;25/10/2021;;67504,75
298;Full-time;HR;Male;20-30;Doctor;HR Specialist;Medium;Excellent;Good;07/05/2021;;89289,39
299;Full-time;Research & Development;Male;20-30;Below College;HR Specialist;Very High;Low;Good;18/11/2021;;120496,04
300;Contractor;Research & Development;Female;50-60;Doctor;Sales Executive;High;Good;Bad;22/05/2021;;150815,59
301;Contractor;Sales;Male;50-60;Master;IT Analyst;Low;Good;Good;19/02/2021;;80420,85
302;Contractor;Research & Development;Male;40-50;Bachelor;Research Scientist;Low;Low;Better;11/08/2021;;164754,62
303;Contractor;IT;Male;Below 20;Doctor;Research Scientist;High;Outstanding;Bad;07/05/2021;24/03/2024;67458,05
304;Contractor;Marketing;Other;Below 20;Doctor;Sales Executive;High;Low;Best;22/06/2021;;121074,09
305;Contractor;HR;Male;60+;Bachelor;Sales Executive;High;Outstanding;Good;08/10/2021;;91965,54
306;Contractor;IT;Male;20-30;Doctor;IT Analyst;Very High;Good;Better;07/12/2021;;84165,99
307;Full-time;Sales;Female;60+;Bachelor;Sales Executive;High;Low;Better;20/09/2021;;81190,21
308;Full-time;Sales;Male;50-60;Master;Finance Director;Very High;Excellent;Good;03/02/2021;13/10/2022;80273,99
309;Full-time;HR;Female;60+;Master;Sales Executive;High;Low;Better;11/01/2021;;120097,17
310;Contractor;Marketing;Male;40-50;College;IT Analyst;Low;Good;Good;20/01/2021;;117311,59
311;Contractor;Finance;Other;Below 20;Bachelor;Sales Executive;High;Excellent;Better;04/05/2021;14/08/2023;142502,09
312;Contractor;Research & Development;Female;Below 20;Below College;Manager;Medium;Outstanding;Good;18/02/2021;27/01/2023;107425,81
313;Full-time;Research & Development;Female;60+;College;IT Analyst;Low;Excellent;Best;21/04/2021;;167938,36
314;Contractor;IT;Male;20-30;Bachelor;Manager;Medium;Low;Good;04/06/2021;;104545,26
315;Contractor;Sales;Other;40-50;Doctor;Sales Executive;Medium;Good;Good;11/12/2021;;116461,62
316;Full-time;HR;Female;60+;Doctor;HR Specialist;High;Good;Better;18/05/2021;;126259,68
317;Full-time;IT;Male;20-30;College;Sales Executive;Very High;Excellent;Bad;22/01/2021;;86547,43
318;Contractor;Sales;Male;40-50;Below College;HR Specialist;High;Outstanding;Good;20/08/2021;;150928,98
319;Full-time;Marketing;Female;50-60;Master;IT Analyst;Low;Low;Best;01/04/2021;;89818,99
320;Full-time;Finance;Male;30-40;College;Sales Executive;Medium;Low;Better;02/10/2021;;87830,59
321;Full-time;Finance;Female;Below 20;Bachelor;HR Specialist;Low;Outstanding;Best;04/05/2021;;104892,92
322;Full-time;Research & Development;Female;40-50;College;Sales Executive;Low;Good;Good;26/10/2021;;118978,2
323;Contractor;Research & Development;Female;40-50;College;Manager;Medium;Excellent;Best;16/10/2022;09/11/2022;143293,43
324;Full-time;Sales;Other;20-30;Below College;Finance Director;High;Low;Bad;14/01/2021;19/02/2022;161467,79
325;Full-time;IT;Male;50-60;Master;Research Scientist;Medium;Outstanding;Bad;02/05/2021;;131478,95
326;Full-time;IT;Male;40-50;Bachelor;Finance Director;Medium;Low;Bad;09/06/2021;;162498,28
327;Full-time;Sales;Female;50-60;Bachelor;Sales Executive;High;Excellent;Bad;22/02/2021;;129272,02
328;Contractor;IT;Male;50-60;Master;Sales Executive;Low;Low;Good;13/05/2021;20/11/2023;72732,45
329;Contractor;Finance;Male;40-50;Bachelor;Research Scientist;Very High;Good;Better;19/08/2021;;142055,66
330;Full-time;Sales;Male;40-50;Master;Sales Executive;High;Good;Better;01/01/2021;;75378,89
331;Full-time;IT;Female;40-50;Below College;HR Specialist;Very High;Outstanding;Bad;27/04/2021;;103589,18
332;Full-time;IT;Male;50-60;Doctor;HR Specialist;Very High;Low;Better;23/11/2021;;174648,52
333;Contractor;Marketing;Male;40-50;Master;Research Scientist;Very High;Good;Better;23/06/2021;17/06/2023;87629,66
334;Contractor;IT;Female;Below 20;Bachelor;Sales Executive;Very High;Low;Best;22/08/2021;;67569,75
335;Full-time;HR;Female;Below 20;Master;Finance Director;Medium;Excellent;Good;18/05/2021;;118906,95
336;Contractor;HR;Male;Below 20;College;Finance Director;Medium;Outstanding;Better;05/09/2021;;140781,6
337;Full-time;Finance;Male;Below 20;Below College;IT Analyst;Low;Low;Bad;12/03/2021;20/05/2022;87557,27
338;Contractor;HR;Male;60+;College;IT Analyst;High;Good;Good;09/12/2021;;60913,14
339;Contractor;HR;Male;50-60;College;Manager;High;Outstanding;Good;23/02/2021;;126355,78
340;Full-time;Marketing;Male;40-50;Master;Manager;Very High;Good;Bad;01/10/2021;;111630,8
341;Contractor;Sales;Male;30-40;Below College;HR Specialist;High;Good;Best;18/10/2021;;112987,63
342;Contractor;Marketing;Female;40-50;Doctor;HR Specialist;High;Good;Bad;16/09/2021;;84544,88
343;Full-time;HR;Female;Below 20;Doctor;Research Scientist;High;Excellent;Better;20/01/2021;;80951,43
344;Full-time;Research & Development;Female;50-60;Bachelor;Finance Director;Low;Low;Good;15/01/2021;;76172,39
345;Full-time;Marketing;Female;60+;Below College;Sales Executive;Low;Excellent;Better;09/07/2021;08/01/2024;108214,76
346;Full-time;Research & Development;Male;20-30;Bachelor;Manager;Very High;Outstanding;Bad;10/07/2021;;80037,57
347;Full-time;Finance;Male;40-50;Doctor;HR Specialist;Very High;Excellent;Better;27/05/2021;;155039,97
348;Contractor;Sales;Male;20-30;Doctor;Finance Director;Low;Low;Best;01/10/2021;;157461,53
349;Full-time;Research & Development;Male;30-40;College;HR Specialist;Low;Good;Bad;04/03/2021;;145510,98
350;Full-time;Finance;Female;Below 20;Bachelor;Research Scientist;High;Excellent;Bad;11/03/2021;;125841,02
351;Full-time;Finance;Female;50-60;Below College;HR Specialist;High;Outstanding;Best;06/08/2021;;105628,37
352;Full-time;Marketing;Female;50-60;College;Finance Director;Medium;Low;Better;26/11/2021;;123688,55
353;Contractor;Research & Development;Female;50-60;Master;IT Analyst;Very High;Low;Good;14/08/2021;;113115,63
354;Full-time;Sales;Female;Below 20;College;Finance Director;High;Excellent;Bad;01/07/2021;22/06/2024;105705,42
355;Full-time;IT;Male;60+;Doctor;Manager;Medium;Low;Best;15/04/2021;18/03/2023;97977,76
356;Full-time;Marketing;Female;30-40;Doctor;Sales Executive;High;Outstanding;Bad;15/06/2021;13/04/2024;128785,36
357;Contractor;Marketing;Female;50-60;Below College;Finance Director;Very High;Outstanding;Bad;12/07/2021;;56219,81
358;Contractor;Sales;Male;60+;College;Sales Executive;Very High;Good;Better;20/12/2021;;142549,47
359;Contractor;IT;Female;60+;Master;HR Specialist;High;Good;Bad;24/08/2021;;98270
360;Contractor;IT;Other;40-50;Doctor;Sales Executive;Medium;Low;Better;02/12/2021;24/07/2023;174050,26
361;Full-time;Finance;Female;60+;Master;HR Specialist;High;Outstanding;Bad;04/03/2021;;107007,42
362;Contractor;Research & Development;Male;50-60;Doctor;HR Specialist;Low;Low;Better;21/04/2021;07/07/2022;76264,88
363;Full-time;Sales;Male;30-40;College;Finance Director;Medium;Good;Best;27/06/2021;;64461,6
364;Contractor;Research & Development;Female;20-30;College;Sales Executive;Low;Low;Best;05/05/2021;12/06/2022;104757,71
365;Full-time;Research & Development;Male;Below 20;Below College;HR Specialist;High;Outstanding;Good;15/08/2021;;148603,47
366;Contractor;Research & Development;Male;Below 20;College;Sales Executive;Very High;Good;Better;14/12/2021;;142937,65
367;Full-time;IT;Male;50-60;Doctor;IT Analyst;Very High;Good;Bad;10/07/2021;;111347,48
368;Full-time;HR;Male;50-60;Master;Finance Director;Very High;Low;Better;18/03/2021;05/08/2023;128244,67
369;Full-time;Finance;Female;60+;Master;Finance Director;High;Excellent;Best;06/04/2021;;163095,38
370;Contractor;IT;Male;Below 20;Below College;Research Scientist;Low;Good;Better;24/03/2021;;73864,7
371;Full-time;HR;Female;50-60;College;HR Specialist;Low;Good;Better;13/01/2021;;66417,11
372;Contractor;Sales;Female;Below 20;Below College;IT Analyst;High;Low;Good;12/04/2021;;117595,88
373;Contractor;HR;Female;60+;Below College;Manager;Low;Excellent;Best;17/10/2022;;71692,43
374;Contractor;Research & Development;Other;20-30;Bachelor;Sales Executive;Medium;Excellent;Best;27/11/2021;;100780,02
375;Contractor;Finance;Female;40-50;Master;HR Specialist;High;Excellent;Better;10/05/2021;29/12/2022;120557,85
376;Contractor;HR;Male;60+;College;Sales Executive;High;Outstanding;Best;05/01/2021;;134214,15
377;Full-time;IT;Female;Below 20;Master;Finance Director;High;Good;Bad;27/03/2021;;95247,47
378;Contractor;HR;Other;40-50;Below College;Sales Executive;Medium;Excellent;Best;27/10/2021;;125889,72
379;Full-time;Sales;Female;40-50;Doctor;IT Analyst;High;Low;Bad;03/12/2021;;118171,03
380;Full-time;Research & Development;Female;40-50;Bachelor;IT Analyst;Very High;Good;Bad;02/08/2021;;68558,11
381;Full-time;Sales;Male;Below 20;Bachelor;Research Scientist;Low;Low;Better;24/10/2021;;158676,71
382;Contractor;Finance;Other;Below 20;Below College;HR Specialist;Medium;Outstanding;Good;23/12/2021;;163604,17
383;Contractor;Research & Development;Female;30-40;Doctor;Sales Executive;High;Good;Better;01/02/2021;02/07/2023;88818,26
384;Full-time;IT;Male;30-40;Below College;Research Scientist;Low;Low;Best;11/12/2021;;125803,79
385;Contractor;Sales;Female;30-40;Master;Finance Director;Medium;Outstanding;Good;22/08/2021;;150469,09
386;Contractor;HR;Male;60+;Bachelor;IT Analyst;High;Outstanding;Good;24/03/2021;;139658,27
387;Full-time;Sales;Female;30-40;Master;IT Analyst;Low;Good;Bad;04/10/2021;;121545,33
388;Full-time;Finance;Male;Below 20;Master;Finance Director;Very High;Good;Better;09/05/2021;;98327,07
389;Contractor;Marketing;Other;Below 20;Master;Finance Director;High;Low;Bad;26/10/2021;13/02/2024;145625,32
390;Contractor;HR;Male;40-50;Below College;HR Specialist;Low;Low;Bad;20/10/2021;30/09/2024;120410,35
391;Contractor;IT;Female;60+;Bachelor;Sales Executive;High;Excellent;Better;01/06/2021;;90166,16
392;Contractor;Sales;Female;Below 20;College;Sales Executive;Very High;Outstanding;Better;11/06/2021;;157876,95
393;Full-time;Sales;Female;Below 20;Master;Research Scientist;High;Outstanding;Best;03/02/2021;;88381,32
394;Full-time;Research & Development;Male;Below 20;Below College;IT Analyst;Very High;Low;Bad;24/05/2021;;133423,59
395;Contractor;HR;Male;60+;Bachelor;Finance Director;Low;Excellent;Best;07/01/2021;;89784,04
396;Full-time;Sales;Male;40-50;Doctor;Research Scientist;Medium;Low;Better;07/09/2021;;57535,19
397;Contractor;HR;Male;20-30;College;IT Analyst;Medium;Good;Better;28/12/2021;;125299,16
398;Contractor;HR;Other;60+;Bachelor;HR Specialist;Low;Good;Best;06/07/2021;14/10/2022;66524,98
399;Contractor;Sales;Female;40-50;Bachelor;HR Specialist;High;Low;Best;06/02/2021;;123521,86
400;Full-time;Research & Development;Female;20-30;Master;Manager;High;Outstanding;Better;11/02/2021;;116085,26
401;Full-time;Marketing;Male;30-40;Bachelor;IT Analyst;Low;Low;Good;27/05/2022;;123144,04
402;Contractor;HR;Male;60+;Below College;IT Analyst;Low;Good;Bad;17/01/2022;;80166,25
403;Contractor;IT;Female;20-30;Bachelor;Finance Director;Medium;Low;Best;03/10/2022;28/01/2024;178871,54
404;Contractor;HR;Male;20-30;College;HR Specialist;Very High;Good;Better;07/07/2022;22/10/2024;83425,08
405;Contractor;Research & Development;Male;50-60;Doctor;IT Analyst;High;Excellent;Better;27/08/2022;;146625,36
406;Full-time;Research & Development;Male;40-50;Below College;Manager;Very High;Outstanding;Better;21/11/2024;;155649,37
407;Contractor;IT;Male;50-60;Doctor;HR Specialist;Very High;Excellent;Better;03/11/2022;;153175,91
408;Contractor;Marketing;Female;40-50;Bachelor;Research Scientist;High;Outstanding;Best;23/04/2022;;145174,85
409;Full-time;Research & Development;Other;Below 20;Below College;Finance Director;Medium;Low;Good;19/08/2022;;85456,36
410;Contractor;IT;Other;40-50;Bachelor;Research Scientist;Low;Outstanding;Better;11/06/2022;11/09/2024;100876,68
411;Full-time;Research & Development;Male;50-60;College;Sales Executive;Medium;Low;Best;17/10/2022;;170996,09
412;Full-time;HR;Male;20-30;Below College;Research Scientist;Medium;Outstanding;Bad;11/02/2022;;126821,73
413;Contractor;HR;Female;50-60;Doctor;Research Scientist;High;Excellent;Better;08/02/2022;;139601,01
414;Full-time;Marketing;Female;50-60;Doctor;Finance Director;Low;Low;Better;28/01/2022;;151786,27
415;Full-time;Sales;Male;60+;Bachelor;HR Specialist;High;Outstanding;Good;15/02/2022;;99806,17
416;Full-time;Sales;Male;20-30;Master;HR Specialist;Low;Outstanding;Better;16/05/2022;;158933
417;Full-time;Marketing;Female;30-40;Bachelor;HR Specialist;High;Outstanding;Best;03/11/2022;;60059,01
418;Contractor;IT;Female;Below 20;Master;Finance Director;High;Excellent;Best;24/03/2022;;146985,93
419;Contractor;Marketing;Female;20-30;Doctor;Manager;Medium;Good;Good;14/06/2022;;51352,16
420;Full-time;Research & Development;Other;30-40;Below College;Sales Executive;Medium;Outstanding;Good;04/04/2022;26/08/2024;137377,67
421;Full-time;Research & Development;Male;Below 20;Doctor;Research Scientist;Low;Outstanding;Best;09/12/2022;;129887,63
422;Full-time;IT;Male;60+;Bachelor;Research Scientist;High;Good;Best;06/07/2022;;158846,02
423;Contractor;Research & Development;Male;Below 20;Master;IT Analyst;High;Good;Good;27/09/2022;;157933,39
424;Contractor;HR;Female;Below 20;College;Manager;Very High;Low;Best;22/12/2022;;56125,77
425;Full-time;Research & Development;Female;50-60;College;Sales Executive;Medium;Outstanding;Bad;07/08/2022;;86462,83
426;Full-time;Marketing;Male;60+;Bachelor;Sales Executive;Low;Low;Best;21/12/2022;;102858,4
427;Full-time;IT;Female;60+;Bachelor;Research Scientist;Medium;Excellent;Good;16/02/2022;;167710,98
428;Contractor;Research & Development;Female;Below 20;Bachelor;Manager;High;Good;Bad;09/06/2022;;120767,07
429;Full-time;IT;Male;20-30;College;Finance Director;Low;Outstanding;Good;27/03/2022;;105370,64
430;Contractor;IT;Female;30-40;College;Manager;Low;Excellent;Good;22/04/2022;;112620,18
431;Contractor;Research & Development;Male;40-50;Doctor;IT Analyst;High;Low;Better;01/07/2022;;126358,49
432;Full-time;HR;Male;20-30;Master;Manager;Very High;Outstanding;Better;17/10/2022;;78376,54
433;Contractor;IT;Female;30-40;Bachelor;Manager;High;Good;Good;24/05/2022;;110112,85
434;Full-time;Marketing;Other;30-40;Bachelor;Sales Executive;Very High;Outstanding;Best;13/06/2022;;60698,61
435;Contractor;Finance;Female;40-50;Doctor;Finance Director;Very High;Outstanding;Best;08/08/2022;;154552,16
436;Full-time;IT;Male;50-60;Doctor;HR Specialist;Medium;Excellent;Better;22/11/2022;;126870,93
437;Contractor;HR;Female;50-60;Bachelor;IT Analyst;Very High;Outstanding;Best;01/08/2022;;111644,47
438;Contractor;IT;Male;60+;Doctor;Sales Executive;Low;Low;Bad;03/05/2022;;84102,11
439;Contractor;Marketing;Female;50-60;Doctor;Finance Director;Very High;Low;Bad;19/05/2022;;117910,54
440;Contractor;Research & Development;Male;Below 20;Bachelor;Manager;High;Excellent;Best;20/07/2022;26/10/2024;105699,18
441;Full-time;HR;Male;60+;College;HR Specialist;Medium;Outstanding;Bad;27/01/2022;;72093,47
442;Contractor;IT;Female;50-60;College;Manager;Medium;Outstanding;Better;02/09/2022;18/01/2024;130601,52
443;Contractor;HR;Male;60+;College;Manager;Low;Outstanding;Best;16/02/2022;;93796,43
444;Full-time;Finance;Male;40-50;College;Finance Director;Very High;Excellent;Better;22/06/2022;;62625,28
445;Full-time;Marketing;Male;50-60;College;Manager;Very High;Outstanding;Bad;23/08/2022;;61924,43
446;Contractor;Research & Development;Male;60+;Master;IT Analyst;High;Low;Best;18/04/2022;;176011,47
447;Contractor;IT;Male;40-50;Below College;Research Scientist;Medium;Low;Better;02/08/2022;;126299,39
448;Full-time;Marketing;Female;Below 20;Doctor;HR Specialist;High;Good;Better;12/06/2022;;122177,29
449;Contractor;Marketing;Female;30-40;Below College;IT Analyst;High;Outstanding;Better;02/03/2022;;55031,89
450;Contractor;Sales;Male;40-50;Doctor;Manager;Medium;Outstanding;Bad;20/10/2022;;97791,17
451;Full-time;Research & Development;Male;20-30;Below College;Finance Director;Medium;Low;Bad;09/01/2022;15/01/2023;151276,65
452;Full-time;Research & Development;Male;40-50;Bachelor;Research Scientist;High;Excellent;Good;06/07/2022;;141510,17
453;Full-time;Research & Development;Female;Below 20;Doctor;Research Scientist;Medium;Good;Good;05/07/2022;11/06/2024;136904,73
454;Full-time;Sales;Female;60+;Below College;Finance Director;Very High;Outstanding;Best;24/05/2022;;148063,2
455;Contractor;Research & Development;Male;40-50;Master;IT Analyst;Very High;Excellent;Best;07/02/2022;;79186,41
456;Full-time;Research & Development;Female;Below 20;Bachelor;Manager;Very High;Low;Better;02/04/2022;;97689,6
457;Contractor;HR;Female;Below 20;Bachelor;HR Specialist;Medium;Excellent;Good;19/09/2022;;123994,03
458;Full-time;IT;Female;40-50;Master;Finance Director;Low;Outstanding;Good;26/09/2022;;140597,11
459;Contractor;HR;Female;30-40;Below College;Research Scientist;High;Low;Good;02/07/2022;;60004,85
460;Full-time;Research & Development;Male;20-30;Master;IT Analyst;Low;Good;Bad;26/01/2022;;67141,63
461;Full-time;Finance;Male;Below 20;Below College;Manager;Very High;Outstanding;Good;23/11/2022;29/03/2024;67046,23
462;Full-time;Sales;Female;20-30;Bachelor;Research Scientist;Very High;Low;Better;11/09/2022;07/05/2024;105841,31
463;Contractor;Research & Development;Female;30-40;College;Finance Director;Low;Good;Best;12/07/2022;;94984,98
464;Full-time;IT;Female;60+;Below College;Finance Director;Medium;Low;Bad;11/06/2022;;176353,09
465;Full-time;Sales;Female;50-60;Doctor;IT Analyst;Low;Low;Good;26/04/2022;;110213,25
466;Full-time;Finance;Female;40-50;Bachelor;Research Scientist;Low;Outstanding;Bad;05/10/2022;;159612,74
467;Contractor;IT;Male;20-30;College;Finance Director;High;Low;Good;13/03/2022;21/08/2023;79253,06
468;Full-time;Marketing;Female;30-40;Bachelor;Research Scientist;Medium;Excellent;Better;14/02/2022;;55352,42
469;Full-time;Finance;Male;60+;Bachelor;Research Scientist;Low;Good;Bad;07/12/2022;16/06/2024;93975,75
470;Full-time;Sales;Male;Below 20;Bachelor;HR Specialist;Low;Excellent;Bad;02/03/2022;;65886,2
471;Full-time;Research & Development;Male;40-50;Below College;Manager;Low;Outstanding;Better;26/10/2022;07/01/2024;166605,75
472;Contractor;Research & Development;Female;30-40;Doctor;Sales Executive;Low;Good;Bad;26/09/2022;;167819,46
473;Contractor;HR;Female;Below 20;Bachelor;IT Analyst;Very High;Good;Good;22/12/2022;;60884,61
474;Full-time;Finance;Female;60+;Doctor;Sales Executive;Medium;Good;Better;04/01/2022;28/01/2024;166528,23
475;Full-time;HR;Male;40-50;College;Manager;Low;Good;Best;22/09/2022;;121876,01
476;Full-time;Research & Development;Male;20-30;College;Sales Executive;High;Outstanding;Good;10/02/2022;;102887,79
477;Full-time;Sales;Male;Below 20;Bachelor;Manager;High;Outstanding;Better;25/07/2022;;120671,18
478;Full-time;Sales;Male;40-50;Master;Research Scientist;High;Low;Best;21/10/2022;;60868,06
479;Contractor;Finance;Female;60+;Master;Finance Director;Very High;Good;Good;16/03/2022;;97388,45
480;Full-time;Marketing;Male;60+;Doctor;Finance Director;Very High;Excellent;Best;12/01/2022;30/06/2024;92868,6
481;Full-time;Marketing;Female;50-60;Bachelor;Research Scientist;High;Low;Better;01/07/2022;;146434,72
482;Contractor;IT;Male;50-60;Below College;Manager;Very High;Low;Best;23/09/2022;02/11/2023;105764,08
483;Contractor;Finance;Male;40-50;College;Manager;Medium;Good;Good;27/08/2022;;85840,07
484;Full-time;Sales;Female;Below 20;Below College;Sales Executive;Low;Excellent;Better;22/01/2022;;104509,92
485;Full-time;Sales;Male;50-60;Master;HR Specialist;Medium;Excellent;Good;08/12/2022;08/12/2024;140993,98
486;Full-time;HR;Female;Below 20;Master;Sales Executive;High;Outstanding;Better;01/11/2022;;137172,62
487;Contractor;Sales;Male;40-50;College;Research Scientist;Medium;Good;Good;01/07/2022;;107057,03
488;Contractor;Finance;Female;20-30;Master;HR Specialist;High;Good;Better;03/10/2022;;132502,96
489;Contractor;Finance;Male;30-40;Master;HR Specialist;Medium;Excellent;Best;15/12/2022;14/02/2024;162173,34
490;Full-time;Finance;Male;60+;Bachelor;Finance Director;High;Outstanding;Best;15/03/2022;;92478,25
491;Contractor;HR;Female;30-40;Doctor;Manager;High;Good;Good;13/09/2022;;138110,79
492;Contractor;Sales;Male;Below 20;Bachelor;Research Scientist;Low;Good;Better;26/05/2022;;91728,24
493;Contractor;HR;Female;Below 20;Master;HR Specialist;Low;Outstanding;Better;27/07/2022;;101741,03
494;Full-time;HR;Female;40-50;Bachelor;Sales Executive;Low;Outstanding;Best;05/05/2022;;56909,86
495;Contractor;Research & Development;Female;30-40;College;HR Specialist;Low;Good;Best;02/07/2022;;97118,73
496;Contractor;Finance;Female;20-30;College;Manager;Very High;Outstanding;Better;17/10/2022;;88756,24
497;Full-time;Sales;Male;Below 20;College;Manager;Very High;Low;Best;23/03/2022;;138141,22
498;Full-time;IT;Male;20-30;Bachelor;Research Scientist;Medium;Excellent;Better;02/09/2022;;101385,47
499;Contractor;Finance;Male;40-50;Bachelor;Finance Director;High;Outstanding;Bad;11/04/2022;;107719,75
500;Full-time;HR;Female;40-50;Master;Research Scientist;High;Excellent;Best;16/06/2022;;128520,91
501;Contractor;HR;Female;Below 20;Master;IT Analyst;High;Excellent;Good;20/08/2022;;119549,8
502;Full-time;Research & Development;Male;40-50;College;Sales Executive;Medium;Outstanding;Good;21/11/2022;;126177,47
503;Full-time;Sales;Female;Below 20;Master;Sales Executive;High;Excellent;Best;18/05/2022;;90957,4
504;Contractor;Finance;Female;30-40;College;Research Scientist;Low;Good;Good;23/12/2022;;87866,3
505;Full-time;Marketing;Female;30-40;Master;Finance Director;Low;Excellent;Good;05/08/2022;;58967,51
506;Contractor;Marketing;Male;30-40;College;Manager;Low;Good;Best;27/05/2022;24/11/2024;56523,39
507;Contractor;Research & Development;Female;50-60;Below College;HR Specialist;Medium;Good;Best;04/04/2022;;117847,65
508;Contractor;Finance;Male;40-50;Master;IT Analyst;Very High;Good;Better;09/06/2022;;119386,75
509;Full-time;Finance;Male;Below 20;Bachelor;Research Scientist;Low;Outstanding;Bad;12/11/2022;;156361,66
510;Full-time;Finance;Other;20-30;College;Sales Executive;High;Good;Best;05/12/2022;;119590,64
511;Contractor;Marketing;Male;30-40;Doctor;Finance Director;Very High;Excellent;Better;15/01/2022;;109554,89
512;Full-time;HR;Male;50-60;Master;Research Scientist;High;Low;Best;23/10/2022;;129954,57
513;Full-time;Finance;Male;30-40;Bachelor;Sales Executive;Medium;Low;Bad;21/07/2022;;93527,34
514;Contractor;HR;Female;50-60;Below College;HR Specialist;Low;Excellent;Bad;08/10/2022;;69896,44
515;Contractor;Marketing;Female;30-40;Master;Finance Director;Very High;Low;Good;17/09/2022;;141570,64
